Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore
female,group B,high school,standard,completed,divorced,regularly,yes,3,private,5 - 10,50,62,61,57.666666666666664
male,group B,associate's degree,standard,none,married,regularly,no,2,school_bus,5 - 10,69,72,63,68.0
female,group B,bachelor's degree,free/reduced,none,divorced,sometimes,yes,2,private,5 - 10,58,60,64,60.666666666666664
female,group B,some college,standard,completed,married,sometimes,yes,2,school_bus,< 5,75,89,89,84.33333333333333
male,group C,high school,standard,none,married,sometimes,yes,1,private,5 - 10,49,48,42,46.333333333333336
male,group C,some high school,standard,none,divorced,never,yes,4,private,5 - 10,57,53,49,53.0
female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,1,private,5 - 10,72,96,94,87.33333333333333
female,group C,master's degree,free/reduced,completed,married,regularly,no,3,school_bus,< 5,67,82,80,76.33333333333333
male,group E,high school,standard,completed,divorced,regularly,no,5,school_bus,5 - 10,86,80,75,80.33333333333333
female,group D,master's degree,standard,completed,single,sometimes,yes,2,school_bus,< 5,78,84,98,86.66666666666667
male,group D,bachelor's degree,standard,none,married,sometimes,yes,0,private,5 - 10,79,73,73,75.0
male,group C,some high school,free/reduced,none,married,regularly,no,3,private,5 - 10,58,60,51,56.333333333333336
male,group B,some college,standard,completed,married,sometimes,no,3,school_bus,5 - 10,81,82,83,82.0
female,group C,bachelor's degree,standard,completed,married,regularly,no,2,school_bus,> 10,65,72,82,73.0
male,group D,some high school,standard,none,single,sometimes,yes,0,school_bus,> 10,69,72,68,69.66666666666667
female,group B,high school,standard,none,married,sometimes,no,1,private,< 5,58,71,66,65.0
female,group C,bachelor's degree,standard,completed,married,regularly,no,1,school_bus,5 - 10,72,82,86,80.0
female,group C,some college,standard,completed,married,never,yes,3,school_bus,5 - 10,73,93,94,86.66666666666667
female,group C,some college,standard,completed,divorced,never,yes,2,private,5 - 10,71,88,81,80.0
male,group C,bachelor's degree,standard,none,single,regularly,no,3,school_bus,5 - 10,59,61,56,58.666666666666664
female,group B,some high school,free/reduced,none,married,regularly,yes,1,school_bus,5 - 10,48,59,55,54.0
female,group C,associate's degree,free/reduced,none,single,sometimes,yes,0,school_bus,5 - 10,60,79,78,72.33333333333333
male,group C,some college,free/reduced,completed,single,regularly,no,1,private,> 10,85,86,89,86.66666666666667
female,group D,some high school,standard,none,single,regularly,yes,1,school_bus,< 5,48,58,63,56.333333333333336
male,group C,high school,standard,completed,married,sometimes,yes,0,private,< 5,78,82,81,80.33333333333333
male,group B,master's degree,standard,completed,married,regularly,yes,1,school_bus,5 - 10,85,83,76,81.33333333333333
male,group E,bachelor's degree,standard,completed,divorced,sometimes,yes,3,school_bus,< 5,86,67,75,76.0
female,group E,bachelor's degree,standard,completed,married,sometimes,yes,4,private,5 - 10,95,100,100,98.33333333333333
male,group A,some college,standard,none,married,sometimes,no,3,school_bus,5 - 10,60,50,43,51.0
male,group A,bachelor's degree,standard,none,single,sometimes,no,5,school_bus,5 - 10,57,39,40,45.333333333333336
female,group D,some high school,standard,none,single,never,yes,1,school_bus,5 - 10,57,60,56,57.666666666666664
female,group D,master's degree,free/reduced,completed,married,regularly,yes,1,school_bus,> 10,68,79,89,78.66666666666667
male,group D,high school,standard,none,married,sometimes,no,5,school_bus,5 - 10,81,73,70,74.66666666666667
female,group B,high school,free/reduced,completed,divorced,never,no,4,school_bus,5 - 10,39,56,53,49.333333333333336
male,group C,high school,free/reduced,none,married,sometimes,yes,6,school_bus,5 - 10,71,66,64,67.0
female,group A,bachelor's degree,free/reduced,completed,single,regularly,yes,4,private,5 - 10,73,77,83,77.66666666666667
female,group C,high school,standard,completed,single,sometimes,yes,4,private,> 10,81,100,100,93.66666666666667
female,group C,high school,standard,none,married,sometimes,no,3,private,5 - 10,59,62,60,60.333333333333336
male,group C,associate's degree,standard,completed,married,sometimes,yes,3,private,< 5,58,62,61,60.333333333333336
male,group D,some college,free/reduced,none,married,sometimes,yes,2,school_bus,5 - 10,55,56,55,55.333333333333336
male,group C,associate's degree,free/reduced,completed,divorced,sometimes,no,2,private,5 - 10,68,62,64,64.66666666666667
female,group C,some college,standard,none,single,regularly,yes,5,school_bus,5 - 10,82,84,80,82.0
male,group D,some college,standard,completed,married,sometimes,yes,4,private,5 - 10,99,91,95,95.0
female,group E,some high school,free/reduced,completed,divorced,sometimes,yes,4,private,5 - 10,48,52,55,51.666666666666664
male,group B,bachelor's degree,free/reduced,none,divorced,regularly,no,1,private,5 - 10,62,65,61,62.666666666666664
female,group E,some college,free/reduced,none,married,never,yes,1,private,5 - 10,46,60,49,51.666666666666664
female,group A,associate's degree,standard,none,single,never,yes,3,school_bus,5 - 10,57,69,67,64.33333333333333
female,group D,some high school,standard,none,married,sometimes,yes,0,school_bus,5 - 10,51,62,67,60.0
male,group A,high school,standard,completed,divorced,sometimes,yes,3,school_bus,< 5,67,67,65,66.33333333333333
male,group C,some high school,free/reduced,none,married,sometimes,yes,1,school_bus,> 10,67,69,65,67.0
male,group C,associate's degree,standard,none,married,regularly,yes,0,school_bus,5 - 10,92,77,79,82.66666666666667
male,group C,associate's degree,standard,none,single,regularly,yes,3,school_bus,> 10,73,67,61,67.0
female,group D,bachelor's degree,standard,none,married,sometimes,no,4,private,5 - 10,55,56,52,54.333333333333336
female,group D,some college,free/reduced,none,married,regularly,yes,4,school_bus,< 5,70,83,85,79.33333333333333
male,group B,associate's degree,standard,none,married,regularly,yes,1,private,5 - 10,70,65,62,65.66666666666667
male,group C,some college,free/reduced,none,divorced,regularly,yes,0,school_bus,5 - 10,47,48,45,46.666666666666664
male,group C,some college,free/reduced,none,divorced,never,yes,5,school_bus,5 - 10,62,61,53,58.666666666666664
female,group C,some high school,standard,completed,married,never,yes,2,private,5 - 10,61,69,68,66.0
female,group C,associate's degree,standard,completed,divorced,sometimes,no,3,school_bus,5 - 10,74,90,95,86.33333333333333
female,group C,some high school,standard,none,single,regularly,no,2,private,> 10,70,73,71,71.33333333333333
female,group E,some college,standard,none,married,sometimes,yes,2,school_bus,< 5,76,79,76,77.0
female,group D,some high school,standard,none,married,regularly,yes,0,school_bus,< 5,69,87,85,80.33333333333333
female,group B,some college,standard,none,married,regularly,yes,5,private,5 - 10,50,49,52,50.333333333333336
male,group E,master's degree,standard,completed,single,regularly,yes,4,school_bus,5 - 10,100,100,99,99.66666666666667
female,group D,some college,standard,completed,single,sometimes,no,2,private,< 5,71,72,76,73.0
male,group C,bachelor's degree,free/reduced,completed,single,never,no,3,school_bus,> 10,78,71,75,74.66666666666667
male,group D,associate's degree,standard,none,married,sometimes,yes,2,school_bus,< 5,90,74,77,80.33333333333333
female,group D,some college,standard,none,single,regularly,no,3,school_bus,< 5,96,99,97,97.33333333333333
male,group E,some high school,free/reduced,completed,divorced,regularly,yes,3,private,5 - 10,86,85,78,83.0
female,group D,some high school,free/reduced,none,married,sometimes,no,1,school_bus,> 10,57,72,71,66.66666666666667
female,group B,high school,free/reduced,none,single,sometimes,yes,2,school_bus,5 - 10,71,81,78,76.66666666666667
female,group C,some college,standard,none,married,sometimes,yes,0,private,5 - 10,60,73,68,67.0
female,group B,some college,standard,completed,married,sometimes,no,5,school_bus,< 5,59,73,76,69.33333333333333
male,group C,master's degree,free/reduced,completed,married,sometimes,yes,1,private,5 - 10,80,86,86,84.0
male,group C,some college,standard,none,married,never,no,1,school_bus,5 - 10,57,45,48,50.0
female,group B,associate's degree,free/reduced,none,married,sometimes,yes,4,private,5 - 10,59,70,73,67.33333333333333
male,group A,associate's degree,free/reduced,none,single,sometimes,no,3,school_bus,5 - 10,56,47,44,49.0
female,group C,high school,standard,completed,married,regularly,no,2,private,> 10,97,96,100,97.66666666666667
male,group A,associate's degree,standard,completed,single,regularly,yes,2,school_bus,5 - 10,72,68,72,70.66666666666667
female,group C,high school,standard,none,married,sometimes,yes,1,private,5 - 10,64,81,77,74.0
male,group D,some high school,standard,completed,single,never,no,5,school_bus,5 - 10,49,49,52,50.0
female,group C,associate's degree,standard,completed,married,regularly,yes,0,school_bus,5 - 10,48,59,60,55.666666666666664
male,group C,high school,standard,none,married,sometimes,yes,0,school_bus,< 5,60,55,49,54.666666666666664
male,group D,some college,standard,none,divorced,regularly,no,4,school_bus,5 - 10,66,57,60,61.0
female,group C,some high school,standard,none,divorced,never,no,3,private,< 5,62,77,76,71.66666666666667
female,group D,high school,standard,none,divorced,never,yes,1,school_bus,5 - 10,94,98,93,95.0
male,group C,bachelor's degree,standard,none,divorced,sometimes,yes,3,private,5 - 10,70,75,68,71.0
female,group B,high school,standard,none,divorced,regularly,yes,1,school_bus,5 - 10,79,81,76,78.66666666666667
female,group B,high school,standard,none,single,regularly,yes,2,school_bus,< 5,59,65,71,65.0
male,group C,high school,standard,completed,single,sometimes,yes,2,school_bus,5 - 10,94,80,85,86.33333333333333
male,group C,some high school,free/reduced,completed,divorced,sometimes,no,2,private,< 5,40,39,38,39.0
male,group D,some high school,standard,none,married,sometimes,yes,2,school_bus,> 10,70,69,65,68.0
female,group B,some college,free/reduced,none,married,sometimes,no,2,school_bus,5 - 10,53,61,57,57.0
female,group C,some high school,free/reduced,none,married,never,yes,0,school_bus,5 - 10,64,75,74,71.0
female,group C,associate's degree,free/reduced,none,divorced,never,yes,1,school_bus,< 5,37,45,41,41.0
male,group B,high school,standard,none,married,regularly,yes,1,private,5 - 10,61,57,59,59.0
male,group C,high school,free/reduced,completed,married,regularly,yes,3,private,5 - 10,74,75,68,72.33333333333333
female,group C,some high school,standard,completed,married,sometimes,yes,2,school_bus,< 5,66,73,83,74.0
male,group A,high school,free/reduced,completed,single,sometimes,yes,0,private,> 10,50,55,52,52.333333333333336
female,group C,master's degree,standard,none,married,sometimes,yes,2,school_bus,5 - 10,56,61,67,61.333333333333336
female,group E,some high school,standard,none,married,sometimes,no,4,school_bus,5 - 10,64,77,68,69.66666666666667
male,group D,some college,standard,completed,married,regularly,no,3,school_bus,5 - 10,91,97,99,95.66666666666667
female,group C,high school,standard,none,single,regularly,no,2,school_bus,< 5,79,79,83,80.33333333333333
female,group D,associate's degree,standard,none,divorced,sometimes,yes,1,private,5 - 10,68,66,69,67.66666666666667
female,group C,associate's degree,standard,none,married,regularly,yes,0,private,5 - 10,57,69,74,66.66666666666667
female,group B,some college,free/reduced,completed,single,sometimes,no,1,private,> 10,58,73,73,68.0
female,group C,some high school,free/reduced,none,single,sometimes,no,2,private,> 10,51,58,58,55.666666666666664
female,group B,some college,free/reduced,completed,married,regularly,no,3,school_bus,5 - 10,43,61,62,55.333333333333336
female,group B,associate's degree,standard,none,divorced,sometimes,yes,4,school_bus,< 5,68,74,76,72.66666666666667
male,group C,associate's degree,free/reduced,none,single,sometimes,yes,2,school_bus,5 - 10,58,62,62,60.666666666666664
female,group C,high school,standard,none,divorced,sometimes,no,4,school_bus,> 10,45,58,55,52.666666666666664
female,group C,master's degree,free/reduced,none,single,regularly,no,3,school_bus,> 10,50,67,64,60.333333333333336
male,group D,some college,free/reduced,none,single,regularly,yes,2,school_bus,< 5,44,60,56,53.333333333333336
female,group D,some college,free/reduced,none,married,sometimes,yes,1,private,< 5,67,72,69,69.33333333333333
male,group B,some college,free/reduced,completed,single,sometimes,yes,3,private,5 - 10,75,89,83,82.33333333333333
female,group D,some college,standard,none,married,regularly,no,1,school_bus,> 10,68,64,72,68.0
male,group B,some college,standard,none,widowed,sometimes,yes,2,school_bus,< 5,54,47,46,49.0
male,group D,some high school,standard,completed,divorced,sometimes,yes,0,school_bus,5 - 10,87,85,86,86.0
female,group A,some college,standard,none,married,sometimes,yes,1,private,< 5,65,84,80,76.33333333333333
male,group E,some college,free/reduced,completed,married,regularly,no,2,private,< 5,85,78,75,79.33333333333333
male,group E,high school,standard,completed,married,sometimes,yes,2,private,5 - 10,76,66,68,70.0
male,group B,bachelor's degree,standard,completed,married,never,yes,4,school_bus,< 5,78,71,69,72.66666666666667
male,group C,some high school,free/reduced,none,married,never,yes,1,school_bus,5 - 10,27,18,15,20.0
female,group E,some high school,standard,none,married,sometimes,yes,3,school_bus,5 - 10,66,73,71,70.0
male,group C,associate's degree,standard,completed,married,sometimes,yes,3,private,5 - 10,87,87,85,86.33333333333333
female,group C,high school,free/reduced,none,single,sometimes,no,3,private,5 - 10,39,56,53,49.333333333333336
female,group D,some college,standard,none,married,sometimes,no,4,school_bus,5 - 10,58,62,64,61.333333333333336
male,group A,some college,standard,none,divorced,sometimes,yes,2,private,< 5,55,59,53,55.666666666666664
female,group B,some high school,standard,completed,single,regularly,no,1,school_bus,< 5,55,73,76,68.0
